Lep_nr	Abies_alba	Abies_concolor	Abies_nordmanniana	Acer_campestre	Acer_platanoides	Acer_pseudoplatanus	Acer_saccarinum	Achillea_clavenae	Achillea_millefolium	Achillea_nobilis	Achillea_ptarmica	Aconitum_napellus	Aconitum_vulparia	Actaea_spicata	Adenostyles_alliariae	Aegopodium_podagraria	Aesculus_hippocastanum	Aethusa_cynapium	Agrimonia_eupatoria	Agrostis_capillaris	Agrostis_gigantea	Agrostis_stolonifera	Albizzia_julibrissin	Alchemilla_mollis	Alliaria_petiolata	Allium_cepa	Allium_oleraceum	Allium_scorodoprasum	Allium_vineale	Alnus_glutinosa	Alnus_incana	Alopecurus_pratensis	Althaea_rosea	Alyssum_montanum	Alyssum_saxatile	Amelanchier_lamarckii	Amelanchier_ovalis	Andromeda_polifolia	Anemone_japonica_Hybriden	Anemone_nemorosa	Anethum_graveolens	Angelica_sylvestris	Anthemis_arvensis	Anthoxanthum_odoratum	Anthriscus_sylvestris	Anthyllis_vulneraria	Antirrhinum_majus	Apium_graveolens	Aquilegia_vulgaris	Arabidopsis_thaliana	Arabis_caucasica	Arabis_glabra	Arabis_hirsuta	Arctium_lappa	Arctium_minus	Arenaria_serpyllifolia	Armeria_maritima	Armoracia_rusticana	Arnica_montana	Arrhenatherum_elatius	Artemisia_absinthium	Artemisia_campestris	Artemisia_vulgaris	Artemisia_pontica	Asparagus_officinalis	Asperula_cynanchica	Asplenium_ruta_muraria	Aster_amellus	Aster_linosyris	Astragalus_glycyphyllos	Athyrium_filix_femina	Atriplex_nitens	Atriplex_patula	Atropa_bella_donna	Aubrieta_Hybriden	Avena_sativa	Barbarea_stricta	Barbarea_vulgaris	Bellis_perennis	Berberis_thunbergii	Berberis_vulgaris	Bergenia_crassifolia	Berteroa_incana	Beta_vulgaris	Betonica_officinalis	Betula_humilis	Betula_pendula	Betula_pubescens	Biscutella_laevigata	Borago_officinalis	Brachypodium_pinnatum	Brachypodium_sylvaticum	Brassica_napus	Brassica_oleracea	Brassica_pekinensis	Briza_media	Bromus_erectus	Bromus_hordeaceus	Bromus_sterilis	Buddleja_davidii	Bupleurum_falcatum	Calamagrostis_arundinacea	Calamagrostis_epigejos	Calamintha_menthifolia	Calendula_officinalis	Callistephus_chinensis	Calluna_vulgaris	Caltha_palustris	Calystegia_sepium	Campanula_persicifolia	Campanula_rotundifolia	Campanula_trachelium	Canna_indica	Cannabis_sativa	Capsicum_annuum	Cardamine_amara	Cardamine_flexuosa	Cardamine_hirsuta	Cardamine_impatiens	Cardamine_pratensis	Cardaria_draba	Carduus_acanthoides	Carduus_nutans	Carex_acuta	Carex_acutiformis	Carex_alba	Carex_brizoides	Carex_disticha	Carex_flacca	Carex_hirta	Carex_montana	Carex_nigra	Carex_panicea	Carex_spicata	Carex_sylvatica	Carlina_acaulis	Carlina_vulgaris	Carpinus_betulus	Carum_carvi	Castanea_sativa	Catalpa_bignoniodes	Cedrus_atlantica	Centaurea_jacea	Centaurea_montana	Centaurea_nigra	Centaurea_nigrescens	Centaurea_scabiosa	Centaurea_stoebe	Cephalanthera_damasonium	Cerastium_arvense	Cerastium_brachypetalum	Cerastium_fontanum	Cerastium_tomentosum	Chaenomeles_japonica	Chaenorrhinum_minus	Chaerophyllum_temulum	Chelidonium_majus	Chenopodium_album	Chenopodium_bonus_henricus	Chrysanthemum_indicum	Chrysanthemum_maximum	Cichorium_endivia	Cichorium_intybus	Circaea_lutetiana	Cirsium_acaule	Cirsium_arvense	Cirsium_eriophorum	Cirsium_oleraceum	Cirsium_palustre	Cirsium_rivulare	Cirsium_vulgare	Clematis_alpina	Clematis_recta	Clematis_vitalba	Cleome_spinosa	Clinopodium_vulgare	Coincya_cheiranthos	Colutea_arborescens	Conringia_orientalis	Consolida_ambigua	Consolida_regalis	Convolvulus_arvensis	Conyza_canadensis	Cornus_alba	Cornus_mas	Cornus_sanguinea	Coronilla_coronata	Coronilla_vaginalis	Corydalis_cava	Corylus_avellana	Corylus_maxima	Cotoneaster_dammeri	Cotoneaster_horizontalis	Crataegus_laevigata	Crataegus_monogyna	Crataegus_submollis	Crataegus_x_macrocarpa	Cruciata_laevipes	Cucubalus_baccifer	Cucumis_sativus	Cucurbita_pepo	Cyclamen_purpurascens	Cydonia_oblonga	Cynaria_spec	Cynoglossum_officinale	Cypripedium_calceolus	Cytisus_nigricans	Cytisus_scoparius	Dactylis_glomerata	Dactylorhiza_incarnata	Datura_stramonium	Datura_x_candida	Daucus_carota	Dentaria_bulbifera	Deschampsia_cespitosa	Deschampsia_flexuosa	Dianthus_barbatus	Dianthus_carthusianorum	Digitalis_grandiflora	Digitalis_lutea	Digitalis_purpurea	Diplotaxis_tenuifolia	Dipsacus_fullonum	Doronicum_pardalianches	Dryopteris_filix_mas	Echium_vulgare	Elaeagnus_angustifolia	Elymus_caninus	Elymus_repens	Epilobium_angustifolium	Epilobium_dodonaei	Epilobium_hirsutum	Epilobium_montanum	Epilobium_palustre	Epilobium_parviflorum	Epilobium_roseum	Epilobium_tetragonum	Epipactis_purpurata	Erica_herbacea	Erigeron_annuus	Eriophorum_angustifolium	Erodium_cicutarium	Erophila_verna	Erucastrum_gallicum	Euonymus_europaea	Eupatorium_cannabinum	Euphorbia_cyparissias	Euphorbia_esula	Euphorbia_seguieriana	Euphrasia_rostkoviana	Euphrasia_stricta	Fagus_sylvatica	Falcaria_vulgaris	Fallopia_aubertii	Fallopia_convolvulus	Festuca_altissima	Festuca_arundinacea	Festuca_gigantea	Festuca_ovina	Festuca_pallens	Festuca_pratensis	Festuca_rubra	Filago_minima	Filipendula_ulmaria	Foeniculum_vulgare	Forsythia_spec	Fragaria_vesca	Fragaria_viridis	Fragaria_x_ananassa	Frangula_alnus	Fraxinus_excelsior	Fuchsia_Hybriden	Galeopsis_tetrahit	Galium_album	Galium_aparine	Galium_boreale	Galium_glaucum	Galium_mollugo	Galium_pumilum	Galium_saxatile	Galium_sylvaticum	Galium_verum	Genista_germanica	Genista_lydia	Genista_pilosa	Genista_sagittalis	Genista_tinctoria	Gentiana_asclepiadea	Gentiana_cruciata	Gentiana_lutea	Gentiana_pneumonanthe	Geranium_dissectum	Geranium_molle	Geranium_palustre	Geranium_pratense	Geranium_pusillum	Geranium_pyrenaicum	Geranium_sanguineum	Geranium_sylvaticum	Geum_urbanum	Glyceria_notata	Glycine_max	Godetia_grandiflora	Gymnadenia_conopsea	Hedera_helix	Helianthemum_nummularium	Helianthus_annuus	Helianthus_tuberosus	Helichrysum_arenarium	Helictotrichon_pubescens	Helleborus_niger	Heracleum_sphondylium	Hesperis_matronalis	Hieracium_pilosella	Hieracium_piloselloides	Hieracium_sabaudum	Hieracium_umbellatum	Hippocrepis_comosa	Hippocrepis_emerus	Hippophae_rhamnoides	Holcus_lanatus	Holcus_mollis	Hordeum_distichon	Humulus_lupulus	Hydrangea_macrophylla	Hypericum_hirsutum	Hypericum_maculatum	Hypericum_perforatum	Hyssopus_officinalis	Iberis_amara	Iberis_umbellata	Ilex_aquifolium	Impatiens_glandulifera	Impatiens_noli_tangere	Impatiens_parviflora	Impatiens_walleriana	Inula_conyza	Iris_germanica	Iris_pseudacorus	Iris_variegata	Isatis_tinctoria	Jasione_laevis	Jasione_montana	Juglans_regia	Juncus_effusus	Juniperus_chinensis	Juniperus_communis	Kickxia_spuria	Knautia_arvensis	Knautia_dipsacifolia	Koeleria_pyramidata	Lactuca_perennis	Lactuca_sativa	Lactuca_serriola	Lamium_album	Lamium_galeobdolon	Lamium_purpureum	Larix_decidua	Laserpitium_latifolium	Lathyrus_niger	Lathyrus_odoratus	Lathyrus_pratensis	Lathyrus_sylvestris	Lathyrus_vernus	Lavandula_angustifolia	Leontodon_autumnalis	Leontodon_hispidus	Lepidium_virginicum	Leucanthemum_vulgare	Levisticum_officinale	Ligustrum_ovalifolium	Ligustrum_vulgare	Limodorum_abortivum	Linaria_alpina	Linaria_repens	Linaria_vulgaris	Linum_usitatissimum	Lithospermum_officinale	Lithospermum_purpurocaeruleum	Lobularia_maritima	Lolium_perenne	Lonicera_alpigena	Lonicera_caprifolium	Lonicera_periclymenum	Lonicera_tatarica	Lonicera_xylosteum	Lotus_corniculatus	Lotus_uliginosus	Lunaria_annua	Lunaria_rediviva	Lupinus_polyphyllus	Luzula_campestris	Luzula_luzuloides	Luzula_sylvatica	Lysimachia_nummularia	Lysimachia_punctata	Lysimachia_vulgaris	Lythrum_salicaria	Malus_domestica	Malus_sylvestris	Malva_alcea	Malva_moschata	Malva_neglecta	Malva_sylvestris	Matricaria_recutita	Medicago_falcata	Medicago_lupulina	Medicago_minima	Medicago_sativa	Melampyrum_arvense	Melampyrum_pratense	Melampyrum_sylvaticum	Melilotus_albus	Melilotus_officinalis	Melissa_officinalis	Mentha_longifolia	Menyanthes_trifoliata	Mercurialis_perennis	Mespilus_germanica	Meum_athamanticum	Milium_effusum	Minuartia_hybrida	Molinia_arundinacea	Molinia_caerulea	Muscari_botryoides	Mycelis_muralis	Myosotis_stricta	Myosoton_aquaticum	Myricaria_germanica	Nardus_stricta	Nerium_oleander	Nicotiana_tabacum	Nicotiana_x_sanderae	Ocimum_basilicum	Odontites_luteus	Odontites_vernus	Odontites_vulgaris	Oenothera_biennis	Onobrychis_viciifolia	Ononis_repens	Ononis_spinosa	Onopordum_acanthium	Orchis_militaris	Origanum_vulgare	Oxycoccus_palustris	Paeonia_officinalis	Papaver_argemone	Papaver_somniferum	Parthenocissus_inserta	Pastinaca_sativa	Pelargonium_peltatum_Gruppe	Pelargonium_zonale_Gruppe	Petasites_hybridus	Petasites_paradoxus	Petroselinum_crispum	Peucedanum_cervaria	Peucedanum_officinale	Peucedanum_oreoselinum	Peucedanum_palustre	Phacelia_tanacetifolia	Phalaris_arundinacea	Phaseolus_vulgaris	Philadelphus_coronarius	Phleum_phleoides	Phleum_pratense	Phragmites_australis	Physocarpus_opulifolius	Picea_abies	Picris_hieracioides	Pimpinella_major	Pimpinella_saxifraga	Pinus_cembra	Pinus_mugo	Pinus_nigra	Pinus_parvifolia	Pinus_strobus	Pinus_sylvestris	Pinus_wallichiana	Pisum_sativum	Plantago_arenaria	Plantago_lanceolata	Plantago_major	Plantago_media	Platanus_x_hispanica	Poa_annua	Poa_nemoralis	Poa_pratensis	Poa_trivialis	Polygala_vulgaris	Polygonum_aviculare	Polygonum_bistorta	Populus_alba	Populus_balsamifera	Populus_nigra	Populus_tremula	Populus_trichocarpa	Populus_x_canadensis	Populus_x_gileadensis	Potentilla_anserina	Potentilla_argentea	Potentilla_fruticosa	Potentilla_heptaphylla	Potentilla_palustris	Potentilla_reptans	Potentilla_tabernaemontani	Prenanthes_purpurea	Primula_elatior	Primula_obconica	Primula_veris	Prunus_armeniaca	Prunus_avium	Prunus_cerasifera	Prunus_cerasus	Prunus_domestica	Prunus_dulcis	Prunus_laurocerasus	Prunus_mahaleb	Prunus_padus	Prunus_persica	Prunus_serotina	Prunus_serrulata	Prunus_spinosa	Pseudotsuga_menziesii	Pteridium_aquilinum	Pulmonaria_mollis	Pulmonaria_obscura	Pulmonaria_officinalis	Pulsatilla_vulgaris	Pyracantha_coccinea	Pyrus_communis	Pyrus_pyraster	Quercus_cerris	Quercus_petraea	Quercus_pubescens	Quercus_robur	Quercus_rubra	Ranunculus_aconitifolius	Ranunculus_ficaria	Raphanus_raphanistrum	Raphanus_sativus	Reseda_lutea	Rhamnus_cathartica	Rheum_rhabarbarum	Rhinanthus_alectorolophus	Rhinanthus_angustifolius	Rhinanthus_minor	Rhododendron_ponticum	Rhus_typhina	Ribes_alpinum	Ribes_aureum	Ribes_nigrum	Ribes_rubrum	Ribes_uva_crispa	Ribes_x_nidigrolaria	Robinia_pseudoacacia	Rorippa_amphibia	Rorippa_austriaca	Rorippa_palustris	Rorippa_sylvestris	Rosa_canina	Rosa_rugosa	Rosa_vosagiaca	Rubus_caesius	Rubus_canescens	Rubus_fruticosus	Rubus_idaeus	Rubus_saxatilis	Rudbeckia_hirta	Rumex_acetosa	Rumex_acetosella	Rumex_aquaticus	Rumex_conglomeratus	Rumex_crispus	Rumex_hydrolapathum	Rumex_obtusifolius	Rumex_rugosus	Rumex_sanguineus	Rumex_thyrsiflorus	Ruta_graveolens	Sagina_micropetala	Salix_alba	Salix_appendiculata	Salix_aurita	Salix_babylonica	Salix_caprea	Salix_cinerea	Salix_daphnoides	Salix_dasyclados	Salix_elaeagnos	Salix_fragilis	Salix_myrsinifolia	Salix_pentandra	Salix_purpurea	Salix_repens	Salix_sachalinensis	Salix_triandra	Salix_viminalis	Salix_x_calodendron	Salix_x_chrysocoma	Salix_x_smithiana	Salvia_officinalis	Salvia_pratensis	Sambucus_ebulus	Sambucus_nigra	Sambucus_racemosa	Sanguisorba_minor	Sanguisorba_officinalis	Scabiosa_canescens	Scabiosa_columbaria	Schoenoplectus_lacustris	Scrophularia_auriculata	Scrophularia_canina	Scrophularia_nodosa	Scrophularia_umbrosa	Scrophularia_vernalis	Secale_cereale	Securigera_varia	Sedum_acre	Sedum_album	Sedum_telephium	Selinum_carvifolia	Senecio_aquaticus	Senecio_erucifolius	Senecio_helenitis	Senecio_jacobaea	Senecio_nemorensis	Senecio_ovatus	Senecio_paludosus	Senecio_vulgaris	Sequoia_gigantea	Seseli_hippomarathrum	Seseli_libanotis	Sesleria_albicans	Sherardia_arvensis	Silaum_silaus	Silene_dioica	Silene_flos_cuculi	Silene_latifolia	Silene_nutans	Silene_vulgaris	Sinapis_arvensis	Sisymbrium_officinale	Solanum_lycopersicum	Solanum_rantonetti	Solanum_tuberosum	Soldanella_alpina	Solidago_canadensis	Solidago_gigantea	Solidago_virgaurea	Sonchus_arvensis	Sonchus_asper	Sonchus_oleraceus	Sophora_japonica	Sorbaria_sorbifolia	Sorbus_aria	Sorbus_aucuparia	Sorbus_domestica	Sorbus_mougeotii	Sorbus_torminalis	Spiraea_billardii	Stachys_recta	Stachys_sylvatica	Stellaria_holostea	Stellaria_media	Succisa_pratensis	Symphoricarpos_albus	Symphoricarpos_x_chenaultii	Symphytum_officinale	Syringa_vulgaris	Tamarix_gallica	Tanacetum_vulgare	Taraxacum_erythrospermum	Taraxacum_officinale	Tetragonolobus_maritimus	Teucrium_botrys	Teucrium_chamaedrys	Teucrium_montanum	Teucrium_scorodonia	Thalictrum_aquilegiifolium	Thalictrum_flavum	Thalictrum_minus	Thesium_bavarum	Thlaspi_arvense	Thlaspi_perfoliatum	Thymus_pulegioides	Thymus_serpyllum	Tilia_cordata	Tilia_platyphyllos	Tilia_x_euchloria	Tilia_x_vulgaris	Torilis_japonica	Tradescantia_spec	Tragopogon_pratensis	Trichophorum_cespitosum	Trifolium_alexandrinum	Trifolium_alpestre	Trifolium_arvense	Trifolium_dubium	Trifolium_medium	Trifolium_montanum	Trifolium_ochroleucon	Trifolium_pratense	Trifolium_repens	Tripleurospermum_perforatum	Triticum_aestivum	Tropaeolum_Hybriden	Tulipa_sylvestris	Tussilago_farfara	Typha_latifolia	Ulex_europaeus	Ulmus_glabra	Ulmus_laevis	Ulmus_minor	Ulmus_x_hollandica	Urtica_dioica	Vaccinium_corymbosum	Vaccinium_myrtillus	Vaccinium_uliginosum	Vaccinium_vitis_idaea	Valeriana_dioica	Valeriana_officinalis	Valeriana_tripteris	Valerianella_locusta	Veratrum_album	Verbascum_blattaria	Verbascum_densiflorum	Verbascum_lychnitis	Verbascum_nigrum	Verbascum_phlomoides	Verbascum_pulverulentum	Verbascum_thapsus	Veronica_arvensis	Veronica_chamaedrys	Veronica_hederifolia	Veronica_officinalis	Veronica_serpyllifolia	Veronica_teucrium	Viburnum_lantana	Viburnum_opulus	Viburnum_tinus	Vicia_cracca	Vicia_faba	Vicia_hirsuta	Vicia_sativa	Vicia_sepium	Vicia_tenuifolia	Vicia_tetrasperma	Vinca_minor	Vincetoxicum_hirundinaria	Viola_arvensis	Viola_canina	Viola_hirta	Viola_odorata	Viola_reichenbachiana	Viola_wittrockiana_Hybriden	Viscum_album	Vitis_vinifera	Weigelia_florida	Zea_mays
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
